Date;SO2;NO2;O3;CO;PM10;PM2.5;Station code;Address;Latitude;Longitude
2019-06-11;0.002;0.01;0.042;0.475;12.917;6.583;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-12;0.003;0.017;0.032;0.567;30.333;17.208;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-13;0.003;0.019;0.04;0.583;32.542;21.458;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-14;0.003;0.012;0.047;0.55;34.5;23.583;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-15;0.002;0.007;0.045;0.558;34.958;21.583;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-16;0.002;0.009;0.041;0.517;14.333;9.875;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-17;0.004;0.017;0.036;0.554;30.042;18.5;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-18;0.003;0.019;0.031;0.654;38.375;31.75;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-19;0.003;0.011;0.052;0.604;35.833;29.833;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-20;0.002;0.011;0.048;0.592;67.833;60.875;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-21;0.002;0.012;0.04;0.592;24.708;20.625;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-22;0.002;0.008;0.045;0.429;8.125;5.458;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-23;0.002;0.006;0.046;0.442;9.375;5.958;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-24;0.003;0.016;0.045;0.533;19.167;11.375;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-25;0.003;0.02;0.053;0.608;28.167;18.625;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-26;0.003;0.02;0.051;0.621;26.292;19.542;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-27;0.003;0.012;0.044;0.575;16.958;12.875;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-28;0.005;0.027;0.028;0.746;42.125;32.875;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-29;0.003;0.015;0.031;0.6;23.542;21.75;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-06-30;0.003;0.009;0.041;0.638;32.042;26.667;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-01;0.003;0.014;0.054;0.712;32.125;26.0;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-02;0.003;0.013;0.05;0.608;29.708;21.708;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-03;0.003;0.013;0.038;0.621;33.5;25.786;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-04;0.003;0.017;0.048;0.546;27.0;15.308;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-05;0.003;0.024;0.047;0.646;28.208;17.125;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-06;0.002;0.014;0.05;0.579;23.417;16.375;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-07;0.002;0.003;0.048;0.483;12.208;9.167;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-08;0.002;0.008;0.04;0.442;5.417;3.75;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-09;0.002;0.006;0.039;0.45;6.583;3.375;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-10;0.002;0.007;0.034;0.433;5.708;3.5;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-11;0.002;0.005;0.023;0.5;5.208;1.833;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-12;0.003;0.013;0.026;0.546;13.958;8.083;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-13;0.004;0.015;0.043;0.717;34.5;29.292;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-14;0.003;0.012;0.054;0.775;43.167;39.208;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-15;0.002;0.018;0.033;0.763;34.625;30.708;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-16;0.003;0.017;0.036;0.712;32.25;26.958;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-17;0.003;0.019;0.037;0.829;58.667;50.375;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-18;0.004;0.025;0.06;0.921;64.0;58.167;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-19;0.003;0.017;0.039;0.7;31.333;25.458;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-20;0.002;0.006;0.016;0.5;3.708;2.792;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-21;0.003;0.006;0.021;0.571;14.25;9.667;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-22;0.004;0.018;0.042;0.696;39.917;29.417;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-23;0.004;0.016;0.018;0.658;24.375;12.542;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-24;0.002;0.013;0.012;0.629;22.125;11.583;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-25;0.003;0.019;0.015;0.742;24.75;13.792;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-26;0.003;0.017;0.024;0.662;17.958;9.083;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-27;0.003;0.012;0.034;0.696;19.417;10.458;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-28;0.003;0.007;0.023;0.583;13.333;5.042;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-29;0.003;0.008;0.01;0.521;16.208;4.583;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-30;0.003;0.007;0.015;0.55;18.542;6.042;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-07-31;0.003;0.016;0.019;0.596;15.292;5.708;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-01;0.003;0.01;0.017;0.554;54.0;45.042;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-02;0.003;0.01;0.022;0.538;16.25;4.0;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-03;0.002;0.013;0.036;0.6;18.458;7.25;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-04;0.003;0.011;0.048;0.642;25.792;13.375;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-05;0.003;0.011;0.035;0.621;30.25;19.125;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-06;0.003;0.01;0.033;0.529;20.083;11.417;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-07;0.003;0.015;0.011;0.604;18.833;7.417;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-08;0.003;0.014;0.027;0.667;34.792;21.667;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-09;0.003;0.014;0.018;0.571;21.75;10.792;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-10;0.003;0.01;0.035;0.517;18.292;7.708;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-11;0.002;0.005;0.026;0.475;14.125;5.708;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-12;0.002;0.01;0.016;0.575;14.792;6.458;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-13;0.003;0.013;0.034;0.646;25.333;11.125;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-14;0.002;0.009;0.021;0.558;24.625;5.667;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-15;0.002;0.005;0.013;0.538;12.292;1.417;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-16;0.003;0.011;0.028;0.696;23.958;6.958;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-17;0.004;0.012;0.058;0.712;32.333;14.292;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-18;0.003;0.011;0.046;0.692;23.167;8.542;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-19;0.002;0.014;0.043;0.696;25.875;9.958;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-20;0.003;0.013;0.048;0.696;27.208;13.917;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-21;0.003;0.016;0.037;0.7;78.35;64.2;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-22;0.003;0.013;0.04;0.758;34.667;20.625;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-23;0.003;0.012;0.042;0.775;30.125;12.625;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-24;0.003;0.016;0.029;0.696;21.917;7.833;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-25;0.003;0.013;0.034;0.746;21.542;9.583;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-26;0.003;0.017;0.039;0.775;26.583;12.542;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-27;0.003;0.015;0.044;0.729;24.375;13.542;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-28;0.003;0.014;0.043;0.75;29.625;14.292;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-29;0.003;0.013;0.043;0.8;28.5;16.611;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-30;0.002;0.011;0.038;0.6;16.938;4.375;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-08-31;0.003;0.012;0.033;0.662;17.25;5.125;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-01;0.003;0.013;0.031;0.721;20.083;8.458;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-02;0.003;0.018;0.031;0.721;23.375;8.917;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-03;0.003;0.018;0.021;0.642;19.75;8.292;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-04;0.002;0.013;0.023;0.483;7.125;1.333;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-05;0.002;0.009;0.013;0.471;7.375;1.542;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-06;0.002;0.009;0.015;0.496;11.043;3.478;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-07;0.003;0.013;0.018;0.572;16.446;6.736;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-08;0.003;0.017;0.021;0.649;21.848;9.993;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-09;0.003;0.021;0.024;0.725;27.25;13.25;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-10;0.002;0.01;0.03;0.579;11.789;3.947;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-11;0.002;0.007;0.039;0.513;4.875;1.625;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-12;0.002;0.009;0.022;0.542;9.958;2.167;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-13;0.002;0.011;0.028;0.538;14.125;3.167;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-14;0.003;0.016;0.015;0.679;19.75;7.542;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-15;0.002;0.005;0.028;0.642;14.667;4.667;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-16;0.002;0.01;0.025;0.558;13.167;2.458;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-17;0.003;0.012;0.041;0.5;18.304;5.913;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-18;0.003;0.008;0.034;0.547;37.316;8.158;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-19;0.003;0.011;0.027;0.542;26.917;6.708;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-20;0.003;0.015;0.018;0.517;18.167;5.292;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-21;0.003;0.015;0.02;0.458;13.875;3.333;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-22;0.002;0.006;0.038;0.383;6.042;1.583;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-23;0.003;0.011;0.032;0.429;14.542;3.292;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-24;0.005;0.021;0.024;0.542;22.292;7.792;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-25;0.004;0.027;0.024;0.646;31.292;13.083;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-26;0.003;0.02;0.023;0.575;21.042;8.958;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-27;0.003;0.021;0.022;0.517;18.208;6.542;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-28;0.003;0.019;0.026;0.533;25.167;11.5;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-29;0.003;0.016;0.039;0.629;35.667;18.5;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-09-30;0.003;0.028;0.039;0.771;55.792;28.75;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-01;0.003;0.026;0.03;0.729;46.25;25.917;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-02;0.003;0.011;0.015;0.542;20.042;11.292;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-03;0.002;0.01;0.022;0.458;8.542;2.333;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-04;0.004;0.021;0.026;0.654;32.875;16.208;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-05;0.003;0.012;0.025;0.633;40.875;17.458;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-06;0.003;0.009;0.031;0.429;12.5;2.958;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-07;0.003;0.016;0.014;0.542;9.667;3.25;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-08;0.003;0.015;0.023;0.558;25.542;8.083;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-09;0.004;0.018;0.019;0.6;21.5;6.208;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-10;0.003;0.029;0.012;0.721;30.042;11.708;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-11;0.003;0.018;0.028;0.688;34.917;15.625;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-12;0.003;0.009;0.036;0.504;21.75;8.042;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-13;0.003;0.011;0.03;0.554;18.458;5.917;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-14;0.003;0.017;0.021;0.675;34.458;12.333;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-15;0.004;0.014;0.021;0.575;17.167;5.0;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-16;0.004;0.023;0.022;0.638;25.833;11.0;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-17;0.004;0.024;0.021;0.646;25.833;10.875;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-18;0.003;0.012;0.029;0.488;13.0;3.292;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-19;0.004;0.014;0.031;0.55;20.875;6.667;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-20;0.004;0.021;0.026;0.763;38.25;19.542;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-21;0.004;0.03;0.023;0.842;41.333;62.042;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-22;0.004;0.022;0.032;0.717;32.792;18.167;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-23;0.003;0.016;0.031;0.571;18.167;9.375;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-24;0.003;0.009;0.044;0.546;21.542;10.167;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-25;0.003;0.016;0.028;0.6;23.375;8.167;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-26;0.003;0.013;0.021;0.562;23.542;10.625;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-27;0.004;0.018;0.023;0.696;22.667;11.083;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-28;0.004;0.027;0.024;0.763;31.125;16.125;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-29;0.003;0.016;0.022;0.662;88.083;15.875;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-30;0.004;0.025;0.016;0.75;25.292;9.0;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-10-31;0.005;0.032;0.026;0.892;292.917;24.708;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-01;0.004;0.029;0.026;0.883;432.125;26.375;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-02;0.006;0.049;0.011;0.942;66.708;29.75;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-03;0.005;0.023;0.024;0.675;41.208;20.417;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-04;0.004;0.018;0.023;0.488;13.292;3.5;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-05;0.004;0.032;0.017;0.775;33.042;14.125;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-06;0.005;0.038;0.013;0.879;45.042;22.792;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-07;0.005;0.02;0.025;0.65;50.667;16.875;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-08;0.006;0.025;0.017;0.767;38.333;10.583;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-09;0.006;0.033;0.015;0.925;33.875;12.417;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-10;0.005;0.032;0.017;0.8;33.417;17.625;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-11;0.004;0.021;0.025;0.746;24.292;10.375;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-12;0.005;0.038;0.005;1.037;34.833;16.333;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-13;0.004;0.03;0.01;0.867;29.917;13.875;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-14;0.004;0.016;0.021;0.733;21.583;3.5;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-15;0.004;0.036;0.005;0.938;21.0;8.417;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-16;0.004;0.034;0.006;1.092;27.708;13.958;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-17;0.004;0.017;0.027;0.775;23.75;8.167;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-18;0.003;0.013;0.024;0.7;109.542;49.792;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
2019-11-19;0.004;0.014;0.022;0.704;31.75;6.208;105;32, Segeomjeong-ro 4-gil, Seodaemun-gu, Seoul, Republic of Korea;37.5937421;126.9496787
